GeneName,FoldChange,Pvalue,Padj
G protein subunit gamma transducin 2,-2.245691367,0.000520223,0.0014232
schlafen family member 11,-1.906908806,0.000520855,0.001424749
NA,-1.687537433,0.000523379,0.001431439
ring finger protein 152,1.918087792,0.000523432,0.001431439
ribosomal protein L23 pseudogene 8,2.787049708,0.000524762,0.001434756
HEAT repeat containing 4,0.994965899,0.000524777,0.001434756
"spliceosome associated factor 3, U4/U6 recycling protein",0.713755032,0.00052528,0.00143595
exostosin glycosyltransferase 1,0.789061431,0.000525798,0.001437185
suppression of tumorigenicity 7 like,0.64109438,0.000527661,0.001442071
intermediate filament family orphan 2,-1.175058678,0.000527718,0.001442071
"RAB15, member RAS oncogene family",-1.029753608,0.000528142,0.001443049
FCF1 rRNA-processing protein,0.917707145,0.00052923,0.001445839
IRF1 antisense RNA 1,-1.177784367,0.000530316,0.001448624
NA,1.167780759,0.000530506,0.001448961
NA,1.034845871,0.000530753,0.001449453
2'-5'-oligoadenylate synthetase 2,-1.373043437,0.00053116,0.001450201
"small nucleolar RNA, H/ACA box 80B",4.932033069,0.00053116,0.001450201
guanine monophosphate synthase,0.903725499,0.000531246,0.001450254
zinc finger CCCH-type containing 12C,1.020032916,0.00053157,0.001450956
InaF motif containing 2,-0.610445156,0.000531657,0.00145101
katanin regulatory subunit B1,-1.05837389,0.000533488,0.001455825
BMS1 pseudogene 4,1.101123358,0.00053517,0.001460231
pleckstrin homology and RUN domain containing M1,-0.898733433,0.000536197,0.001462851
shisa family member 7,-1.193893676,0.000537032,0.001464944
glutaminyl-peptide cyclotransferase,-1.799728128,0.000542131,0.001478669
solute carrier family 5 member 8,2.23901207,0.000543083,0.00148108
CD4 molecule,-1.345179356,0.000543169,0.001481129
basonuclin 2,1.919085244,0.000543509,0.001481871
phosphatidylinositol glycan anchor biosynthesis class P,-1.302610412,0.000544866,0.001485384
lysozyme g1,1.171323967,0.000545058,0.00148572
chromosome 20 open reading frame 96,0.763598289,0.000546055,0.001488252
G protein-coupled receptor 176,-1.660426329,0.000546837,0.001490197
solute carrier family 16 member 3,-1.127093996,0.000546994,0.001490437
mesenchyme homeobox 1,4.982245779,0.000547269,0.001490999
MCF2L antisense RNA 1,1.485646761,0.00054861,0.001494466
A-kinase anchoring protein 11,-1.028200536,0.000548782,0.001494746
canopy FGF signaling regulator 1,1.954108196,0.000548942,0.001494995
MAPK associated protein 1,-0.655781093,0.000549659,0.00149676
FA complementation group B,1.926488726,0.000550041,0.001497613
cordon-bleu WH2 repeat protein like 1,-0.932505858,0.000550752,0.00149936
myotubularin 1,-0.880851531,0.000551007,0.001499867
Ecm29 proteasome adaptor and scaffold,-0.655694968,0.000551761,0.001501733
chromosome 8 open reading frame 48,1.499436818,0.000552046,0.00150232
"RAD52 homolog, DNA repair protein",1.049091019,0.00055242,0.001503148
protein kinase cAMP-dependent type II regulatory subunit alpha,0.968364092,0.000552752,0.001503865
zinc finger protein 571,1.061623458,0.000553323,0.00150523
metallothionein 1G,-5.327621505,0.000553535,0.001505619
NA,-2.296672983,0.000555205,0.001509972
"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",-0.933402012,0.000555687,0.001511092
long intergenic non-protein coding RNA 840,-2.530607381,0.000557523,0.001515897
family with sequence similarity 122A,-0.569108403,0.000557622,0.001515975
Bardet-Biedl syndrome 7,-0.692243377,0.000557855,0.001516421
cyclin L1,0.909400191,0.000558106,0.001516913
putative homeodomain transcription factor 2,0.994637645,0.000558211,0.001517007
DENN domain containing 6A,0.970752067,0.000559201,0.001519508
THUMP domain containing 3,0.736877749,0.00055951,0.001520159
tubulin gamma complex associated protein 3,0.542725682,0.000560152,0.001521714
phospholipase D family member 6,-0.921340307,0.000560585,0.001522697
cyclin F,1.133403153,0.000560799,0.001522863
NA,1.556559287,0.000560831,0.001522863
long intergenic non-protein coding RNA 1590,1.51171952,0.000560856,0.001522863
solute carrier organic anion transporter family member 2A1,-1.117817546,0.00056183,0.001525317
complement C5a receptor 1,-1.283877874,0.000562589,0.001527187
mucolipin 3,-4.545704913,0.000563152,0.001528525
RB associated KRAB zinc finger,0.847049448,0.000564698,0.00153253
glutaredoxin,-0.694015898,0.000566147,0.001536271
"zinc finger protein, FOG family member 2",1.424500249,0.000566385,0.001536726
membrane bound O-acyltransferase domain containing 2,1.040975437,0.000567973,0.001540841
TERF1 interacting nuclear factor 2,0.525931292,0.000568436,0.001541906
heterogeneous nuclear ribonucleoprotein C,0.552949695,0.000571334,0.001549572
RNA binding motif protein 10,0.854940185,0.000571631,0.001550184
interleukin 4 receptor,-0.872445968,0.000572236,0.001551632
microtubule associated protein 1S,-1.233500806,0.000574484,0.001557533
NA,1.277910478,0.000576852,0.001563758
EEF1A lysine methyltransferase 3,0.85804664,0.000576925,0.001563761
"FES proto-oncogene, tyrosine kinase",-1.214773601,0.000578142,0.001566864
drosha ribonuclease III,0.738561721,0.000579195,0.001569522
LKAAEAR motif containing 1,-2.118129435,0.000579554,0.001570298
neuroligin 1,1.224633631,0.000580225,0.001571923
transmembrane protein 158,0.836493385,0.000580448,0.001572331
IGF2BP2 antisense RNA 1,4.811165556,0.000581096,0.001573888
inter-alpha-trypsin inhibitor heavy chain 5,-1.062850764,0.000581686,0.001575257
AKT serine/threonine kinase 1,0.78720014,0.000581746,0.001575257
ZDHHC8 pseudogene 1,1.127301517,0.000582129,0.001576099
Yes1 associated transcriptional regulator,1.28804214,0.000584198,0.001581502
mitochondrial ribosomal protein S28,-0.8463154,0.000585379,0.001584504
calcium voltage-gated channel auxiliary subunit gamma 2,-1.816278962,0.000586494,0.001587323
BRCA1 associated ATM activator 1,0.995338281,0.000587184,0.001588993
zinc finger CCCH-type containing 13,0.78058035,0.000588352,0.001591955
serine/threonine kinase 10,1.019457845,0.000588709,0.001592724
succinate dehydrogenase complex flavoprotein subunit A pseudogene 2,1.326996094,0.00058962,0.00159499
dynein axonemal light chain 4,-0.736809583,0.000589893,0.001595529
intercellular adhesion molecule 1,-1.387612522,0.00059113,0.001598675
bromodomain containing 9,0.68518065,0.000591477,0.001599415
NKD inhibitor of WNT signaling pathway 1,-0.944384221,0.000592529,0.00160206
RE1 silencing transcription factor,1.642646668,0.000593179,0.001603619
dual specificity phosphatase 8,-1.225676141,0.000593373,0.001603943
TBCC domain containing 1,0.887008625,0.000593874,0.001605098
IKAROS family zinc finger 2,1.474774258,0.00059521,0.001608509
polyamine modulated factor 1,0.905784159,0.000595857,0.001610057
"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1",1.602514504,0.000596312,0.001611086
uridine phosphorylase 2,-1.220656437,0.000596496,0.001611241
retrotransposon Gag like 9,1.221076591,0.000596517,0.001611241
keratin 7,-5.385733939,0.00059662,0.001611318
PDZ and LIM domain 1,1.555754667,0.000596748,0.001611465
cytochrome c oxidase assembly factor COX20,1.11919618,0.000597421,0.00161308
CD164 molecule like 2,-4.463711339,0.000597585,0.001613322
integrin alpha FG-GAP repeat containing 1,-0.974611307,0.000600181,0.001619928
prepronociceptin,-1.450206442,0.000600219,0.001619928
uncharacterized LOC100131395,-1.827733337,0.00060029,0.001619928
speedy/RINGO cell cycle regulator family member E6,1.567098231,0.000600329,0.001619928
uncharacterized LOC729815,-4.691082339,0.000600532,0.001620273
DET1 and DDB1 associated 1,-0.676756382,0.000600833,0.001620884
integrin subunit beta 1 binding protein 1,-0.810090877,0.000602502,0.001625185
"mucin 4, cell surface associated",-1.518317621,0.000602635,0.001625342
U-box domain containing 5,-0.579622813,0.00060344,0.001627312
sodium voltage-gated channel alpha subunit 2,-1.33061752,0.000605328,0.001632201
radial spoke head component 9,1.873667323,0.000608246,0.001639865
sorting nexin 4,0.954732787,0.000610072,0.001644584
carboxypeptidase vitellogenic like,1.996046206,0.000610657,0.001645958
phosphatidylinositol transfer protein cytoplasmic 1,0.822655851,0.000612246,0.001650037
NA,-4.65229693,0.000612706,0.001650941
endogenous Bornavirus like nucleoprotein 2,1.522300698,0.000612734,0.001650941
complement C1q C chain,-1.318466598,0.000613058,0.00165161
ribosomal protein S6 kinase A2,-0.833695429,0.000613659,0.001652965
NA,1.013646414,0.000613713,0.001652965
chromosome 9 open reading frame 24,-1.020809715,0.000613951,0.001653403
"small nucleolar RNA, C/D box 78",3.465630704,0.000615498,0.001657363
fructosamine 3 kinase related protein,-0.772696263,0.000617304,0.001662021
Coenzyme A synthase,-0.816258992,0.000617825,0.001663049
chromosome 4 open reading frame 50,-2.177086364,0.000617839,0.001663049
RNA exonuclease 1 homolog,-1.115626887,0.000620552,0.001670143
Mab-21 domain containing 2,1.345660338,0.000623161,0.001676791
"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",-2.170015713,0.000623176,0.001676791
bromodomain containing 2,1.811680337,0.000624161,0.001679121
"MRE11 homolog, double strand break repair nuclease",1.108760641,0.000624196,0.001679121
mutS homolog 2,0.827165663,0.00062544,0.001682258
chromosome 1 open reading frame 94,1.596626224,0.000626543,0.001685017
phosphodiesterase 3A,1.50585237,0.000626821,0.001685554
interleukin 3 receptor subunit alpha,1.488745012,0.000626925,0.001685625
cell division cycle 6,1.259277358,0.000627242,0.001686269
zinc finger BED-type containing 1,1.447228061,0.00062906,0.001690948
notch receptor 1,1.43380816,0.000629919,0.001693047
phospholipase A2 group VI,-0.768911471,0.000632274,0.00169896
PAT1 homolog 2,-2.997679572,0.000632275,0.00169896
chromosome 22 open reading frame 23,1.539359151,0.00063257,0.001699544
ferritin light chain,-1.000995465,0.000633026,0.001700558
TMEM9 domain family member B,-0.936267595,0.000633608,0.001701911
BLM RecQ like helicase,1.356966174,0.000635273,0.001706172
"RRAD, Ras related glycolysis inhibitor and calcium channel regulator",-1.281735765,0.000636739,0.001709899
tetratricopeptide repeat domain 5,0.662502436,0.00063687,0.00171004
myoneurin,0.910826949,0.000637619,0.001711839
small ArfGAP 1,0.731662323,0.000638856,0.001714948
GVQW motif containing 3,1.185255467,0.000640198,0.001718339
NA,-1.798959257,0.000641497,0.001721433
"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",0.872364357,0.000641509,0.001721433
zinc finger CCCH-type containing 14,0.658116909,0.000641661,0.001721629
RANBP2 like and GRIP domain containing 4,-1.847561423,0.000642075,0.001722526
zinc finger protein 585A,1.074182688,0.000643695,0.001726659
NA,1.470540425,0.000645216,0.001730527
"small nucleolar RNA, C/D box 58A",1.791709023,0.000647498,0.001736432
CDC like kinase 1,1.138638038,0.000649683,0.001742077
transcription factor AP-2 beta,4.794442329,0.000649883,0.001742399
N4BPL2 intronic transcript 2,1.091499191,0.0006507,0.001744373
toll like receptor 2,-1.346446862,0.000651001,0.001744966
ZFP1 zinc finger protein,0.820904482,0.000655808,0.001757634
regulator of microtubule dynamics 2,-1.403324926,0.000657413,0.001761717
RNA binding motif protein 19,0.637891073,0.000657726,0.001762339
family with sequence similarity 215 member A,-5.608913904,0.000658331,0.001763743
ubiquitin C-terminal hydrolase L1,-0.664219379,0.000658678,0.001764455
microRNA 1914,1.1568528,0.000658765,0.00176447
AT-rich interaction domain 4B,0.907863721,0.000659387,0.001765903
"GTPase, very large interferon inducible pseudogene 1",-1.421016574,0.000659462,0.001765903
CUB domain containing protein 2,-2.146821642,0.000660287,0.001767894
zinc finger protein 547,0.884918535,0.000660726,0.001768852
family with sequence similarity 166 member C,1.97040717,0.000660952,0.00176924
catechol-O-methyltransferase domain containing 1,1.347018607,0.000661686,0.001770987
LSM family member 14B,0.555047338,0.000663314,0.001775125
component of oligomeric golgi complex 3,0.726971602,0.000663687,0.001775903
Rhox homeobox family member 1,-3.00144768,0.000664426,0.001777663
protein O-mannose kinase,1.454167627,0.000666532,0.001783079
KCNQ1 downstream neighbor,-3.973920467,0.00066668,0.001783254
small integral membrane protein 20,-0.643893522,0.000666973,0.001783817
three prime repair exonuclease 1,-1.130750695,0.000667884,0.001786035
translocase of inner mitochondrial membrane 10B,-0.62311221,0.000668628,0.001787804
TAFA chemokine like family member 3,-2.267851092,0.000670067,0.001791433
MAGE family member E2,0.900362243,0.000671428,0.00179485
sprouty related EVH1 domain containing 3,-1.808622096,0.000672541,0.001797604
cytosolic thiouridylase subunit 1 homolog (S. pombe) pseudogene,-1.623742842,0.000676723,0.001808559
prospero homeobox 1,-1.909737668,0.000678059,0.001811909
WD repeat domain 72,4.380331087,0.000679044,0.001814317
CD27 antisense RNA 1,-0.966957145,0.000680393,0.001817697
2'-5'-oligoadenylate synthetase like,-2.377206395,0.000680765,0.001818469
Rh associated glycoprotein,5.042188843,0.00068122,0.001819459
B3GAT1 diverget transcript,1.083697173,0.000688545,0.001838798
"small nucleolar RNA, C/D box 139",1.802014468,0.0006908,0.001844594
C-X9-C motif containing 1,-0.82358576,0.000693118,0.001850555
polyhomeotic homolog 2,0.819333127,0.000693203,0.001850556
Ras like without CAAX 2,-2.20841214,0.000693765,0.001851828
potassium voltage-gated channel subfamily D member 2,-1.233325732,0.000694834,0.001854454
dynein light chain Tctex-type 2B,0.956523492,0.000695082,0.00185474
"nuclear distribution C, dynein complex regulator",-0.824954507,0.000695112,0.00185474
FKBP prolyl isomerase 1A,-0.88919845,0.000696499,0.001858213
NA,-1.207491907,0.000697354,0.001860267
kelch like family member 15,0.849320436,0.000698426,0.001862899
DEAH-box helicase 8,0.863437924,0.000698947,0.001864058
"HRas proto-oncogene, GTPase",-0.797579577,0.000699602,0.001865577
FYVE and coiled-coil domain autophagy adaptor 1,-1.114730213,0.000701267,0.001869787
solute carrier family 1 member 7,-2.44035949,0.000702829,0.001873723
cytochrome c oxidase subunit 7A2,-0.84592751,0.00070544,0.001880452
leukocyte associated immunoglobulin like receptor 2,-5.278199822,0.000706763,0.001883748
left-right determination factor 1,-1.160862445,0.000707122,0.001884474
protein phosphatase 2C like domain containing 1,1.538063154,0.000707919,0.001886368
LIM and cysteine rich domains 1,-1.238443123,0.000709047,0.001889141
NA,1.537340445,0.000710418,0.001892561
betacellulin,-1.808138455,0.000710975,0.001893813
PBX/knotted 1 homeobox 2,-1.073828639,0.000712153,0.00189672
"discoidin, CUB and LCCL domain containing 2",0.805473395,0.000712356,0.001897027
3-hydroxyacyl-CoA dehydratase 3,-0.676677754,0.000714096,0.001901428
ATPase 13A5,-1.457154446,0.000714983,0.001903556
actin like 6B,0.819238725,0.000716267,0.001906741
KDM7A divergent transcript,-2.091857928,0.00071726,0.00190915
glutamine-fructose-6-phosphate transaminase 2,-0.74426877,0.00071901,0.001913575
NA,-2.029973256,0.000719509,0.001914669
ASH1L antisense RNA 1,0.908873795,0.00072001,0.001915766
G protein nucleolar 3,0.833724031,0.000721003,0.001918174
phosphoribosylformylglycinamidine synthase,0.900974456,0.000721926,0.001920396
pecanex 2,-1.186705574,0.000723643,0.001924728
chromosome 6 open reading frame 163,1.164576697,0.00072441,0.001926532
adenosine A3 receptor,-1.492441767,0.000724725,0.001927134
spondin 1,-2.191462894,0.000724933,0.001927452
hyperpolarization activated cyclic nucleotide gated potassium channel 4,1.513264929,0.00072566,0.001929148
adaptor related protein complex 2 subunit alpha 1,-0.932151962,0.000726525,0.001931212
NA,1.345456855,0.000726898,0.001931968
ubiquitin conjugating enzyme E2 Q2 like,2.044847273,0.000728624,0.001936317
uncharacterized LOC100507351,-3.672607512,0.000735032,0.001953109
interleukin 17 receptor B,-0.835729211,0.000735141,0.001953159
polypeptide N-acetylgalactosaminyltransferase 16,-0.88869545,0.000738388,0.001961546
glutaminyl-tRNA amidotransferase subunit QRSL1,0.651045968,0.000741943,0.001970748
long intergenic non-protein coding RNA 2389,-1.132513015,0.000742929,0.001973128
peptidylglycine alpha-amidating monooxygenase,-1.001089883,0.000744525,0.001977124
