	SRR1554535	SRR1554537	SRR1554539	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
163782	115	34	41	319	32	60	77	47
163786	162	575	88	226	55	629	616	587
1638	22	8	59	37	47	949	199	1268
163859	509	1073	346	787	449	1131	1398	1005
163882	2218	1803	3088	2469	2204	2119	2142	1808
1639	18151	13817	19477	21786	28272	16187	14791	12003
163933	456	65	445	432	807	194	139	153
164	2998	7327	3465	4276	3187	6501	8548	6707
164022	0	1	1	1	1	0	2	1
164045	92	360	61	128	22	676	960	496
164091	475	445	372	602	586	315	941	302
1641	396	99387	755	494	524	50216	99094	71709
164118	6	3	8	3	28	1	0	4
164127	3	0	0	3	9	3	2	1
164153	4	7	10	8	11	35	17	13
1642	7421	11046	6770	8794	8330	13897	12682	9588
164237	5	0	1	4	3	0	1	0
164284	2	0	1	0	0	3	1	1
1643	156	430	139	356	144	836	580	570
164312	13	3	19	20	44	7	36	8
164380	0	0	0	0	0	0	0	0
164395	66	87	64	145	53	162	163	137
1644	9	5	2	3	3	5	34	4
1645	301	895	252	405	192	878	1663	802
164592	11	13	4	9	14	19	9	13
1646	147	578	123	217	105	650	1422	353
164633	172	391	81	182	98	1931	385	735
164656	6	41	4	14	16	48	25	31
164668	11	2	10	10	2	1	3	1
164684	38	58	34	27	28	23	69	44
1647	625	480	406	543	734	922	821	690
164714	0	0	2	1	4	1	3	0
164781	33	2	48	50	40	46	22	8
164832	6539	9432	11110	8036	11830	5548	9578	6514
1649	566	179	379	783	471	236	276	166
165	942	1243	744	1080	2761	1769	1059	1185
1650	2018	3942	1719	2445	2184	3978	3703	2592
165055	42	382	55	93	29	497	316	350
165057	16	25	34	27	62	20	29	9
165082	32	31	18	37	39	36	47	36
165100	2	0	0	0	0	0	2	1
165140	15	16	7	11	11	63	31	41
165186	95	5	53	126	129	32	10	5
1652	217	222	127	251	260	116	144	109
165215	3242	8229	5365	5433	4057	3197	5741	3597
165257	385	39	492	390	785	16	75	4
1653	5510	5228	5303	5719	4853	7810	7776	5383
165324	222	692	137	350	111	1142	969	917
1654	4830	17234	7821	8062	5040	15152	15266	15772
1655	13624	36707	12196	19088	7858	49818	51542	41460
165530	2	0	5	1	3	1	0	0
165545	28	15	10	27	25	29	16	22
1656	4583	19319	4918	8020	4411	16046	24427	16096
165631	3	1	7	9	2	3	1	3
165679	877	97	753	715	840	33	126	36
1657	1643	2852	2252	3042	1367	1972	3084	2253
165721	0	0	0	0	0	0	0	0
165829	14	430	20	26	39	1484	531	873
1659	597	2196	833	996	1062	3202	2214	2326
165904	4	1	1	7	2	7	18	1
165918	637	2020	717	943	721	2799	1838	1964
166	17323	18420	15007	19999	28597	15996	20216	13691
1660	3618	16221	3514	5491	2983	21591	17505	15135
166012	11	0	11	3	13	0	3	0
1662	728	1217	818	935	716	1774	1467	1357
1663	232	1306	95	143	326	2350	594	1153
166336	2279	5728	3605	2754	3521	3279	4881	4258
166348	174	128	126	202	199	53	86	53
166378	115	698	99	195	84	1096	835	990
166379	237	348	309	254	201	248	398	242
1665	1919	6795	1915	3034	1536	8091	7137	6408
1666	946	417	490	1014	690	740	672	466
166614	3603	4514	3235	3515	3789	6029	8768	4920
166647	1463	2693	612	1544	872	4150	3478	3681
166655	0	0	0	0	0	0	0	0
1667	0	0	0	0	0	0	0	0
166752	235	2	660	327	529	3	5	0
166785	215	918	248	351	263	906	1004	1154
166793	125	588	122	198	173	688	841	573
1668	0	1	0	2	0	3	0	0
166815	84	378	94	131	64	396	376	300
166824	0	1	0	0	0	3	3	1
166863	1	1	0	3	0	0	1	0
1669	0	1	0	1	0	6	1	0
166929	189	12	151	547	91	106	44	15
166968	669	2321	525	943	393	2495	3057	2089
166979	0	1	0	0	0	25	5	3
167	0	0	0	0	0	0	0	0
1670	1	0	0	0	0	0	1	1
1671	0	0	2	0	0	1	0	0
167127	2	0	1	1	0	6	2	7
167153	1095	1751	944	1485	555	2050	2588	1745
1672	0	2	0	1	0	2	1	1
167227	1531	3789	1708	1731	1040	3811	4348	3062
1673	0	0	0	0	0	0	0	0
167359	640	266	567	757	877	350	374	272
1674	17	2	91	67	85	9	20	1
167410	699	114	355	985	303	615	376	182
167465	48	63	79	111	101	79	73	63
1675	17	87	11	57	44	34	64	41
167555	48	170	83	63	30	118	158	88
1676	426	1564	489	778	624	1615	1535	1490
167681	194	82	24	351	78	210	192	98
167691	435	812	384	587	192	1392	982	1209
1677	247	663	200	402	251	653	819	580
1678	167	459	265	177	251	415	605	438
167826	0	2	0	0	0	2	0	0
167838	66	14	80	86	105	17	41	20
168002	15	25	32	119	61	51	95	19
168090	11	136	11	4	11	195	118	125
168374	393	1337	315	460	78	1392	1688	1559
168391	85	0	133	92	129	1	0	0
168400	0	1	0	1	0	0	1	0
168417	0	0	0	0	0	0	0	0
168433	0	1	4	1	2	1	1	0
168448	3	4	7	24	0	8	9	1
168451	1199	1730	1136	1790	742	1460	2410	1444
168455	92	1430	141	133	175	754	1748	693
168474	106	303	169	140	145	286	316	268
168507	13	24	25	22	37	25	29	37
168537	190	17	97	185	44	73	100	25
168544	262	271	153	136	206	297	155	155
168620	17	89	18	24	55	45	60	30
168667	625	133	785	663	805	102	135	66
1687	696	1184	859	779	697	1992	2015	1486
168741	0	0	0	0	0	0	2	0
168850	232	455	266	362	159	657	691	531
168975	0	0	0	0	0	0	1	0
1690	58	320	81	50	62	256	752	401
169026	1	3	19	8	3	0	0	3
169044	84	134	139	100	135	544	560	381
169166	22	23	14	15	21	11	26	8
169200	542	475	373	1329	237	381	756	457
169270	188	390	157	190	89	395	524	298
169355	0	2	1	0	3	1	0	0
169436	118	151	90	162	152	152	156	128
169522	7	14	12	16	28	12	13	18
169611	98	161	132	174	164	312	264	264
169693	1	0	1	3	0	3	1	0
169714	545	2322	592	975	755	2704	1875	1983
169792	200	132	141	304	187	46	980	19
169834	170	983	300	282	155	817	1120	700
169841	158	344	142	145	122	355	418	281
169966	0	1	0	0	0	0	1	0
169981	731	2417	874	1080	860	1738	2802	1698
170062	0	0	0	0	0	0	0	0
170063	6	4	2	4	2	14	16	7
170067	0	0	0	0	0	2	0	0
170082	41	156	57	110	52	179	195	151
170261	811	600	1024	773	1141	900	2907	1021
170302	475	995	344	412	746	1549	2628	1315
170370	1	0	0	0	0	0	0	0
170371	83	6	25	203	29	10	11	5
170384	146	445	278	303	332	413	547	493
170392	0	5	0	0	1	6	17	2
170393	2	0	0	0	5	1	0	0
170394	694	262	630	544	1529	450	510	299
170425	0	0	0	2	0	0	0	0
170463	2069	2463	1851	1709	3448	2503	2077	2027
170482	0	0	0	0	0	0	0	0
170487	6	26	11	11	9	21	19	6
170506	1379	3482	1930	1798	1278	4275	4923	3339
170572	1	1	0	1	2	0	0	0
170575	86	43	55	89	78	65	67	24
170589	1	2	2	2	1	3	3	3
170591	7	2	1	2	1	2	4	2
170622	463	2188	381	674	243	2509	2231	1743
170626	0	0	0	0	0	0	0	0
170627	0	0	0	0	0	0	0	0
170679	0	0	1	0	0	0	0	0
170680	0	0	0	2	0	0	0	0
170685	626	1205	563	684	705	1624	2217	1336
170689	38	234	39	58	51	155	287	112
170690	53	101	90	70	96	68	464	49
170691	116	53	118	160	175	87	207	48
170692	4	16	5	352	45	69	42	18
170712	0	0	0	0	0	0	0	0
170825	12	2	3	7	5	16	69	1
170850	78	0	104	71	101	0	5	2
170954	0	0	0	0	0	0	0	0
170958	85	535	132	169	63	484	448	529
170959	98	1304	115	256	68	1187	1320	1264
170960	1301	2413	1586	1848	544	2808	2739	2145
170961	2494	1075	2571	2398	4863	516	932	573
171017	1106	3749	904	1576	1260	3804	3955	3782
171019	109	88	95	156	128	45	96	26
171022	0	2	0	1	4	6	2	6
171023	1421	7596	1460	2549	1903	8323	8324	6927
171024	1101	159	1910	1482	1969	84	202	89
171169	0	0	0	3	1	6	5	3
171177	53	405	128	97	105	365	469	253
171220	155	162	114	133	91	338	233	232
171389	2	0	0	0	0	0	0	0
171391	118	480	70	272	324	894	243	243
171392	289	1287	393	332	103	1292	1458	1177
171423	340	451	253	407	178	614	581	317
171425	195	54	219	201	230	105	89	75
171482	0	0	2	0	0	0	3	1
171483	1	0	0	0	0	0	0	0
171484	1	2	2	1	0	1	8	1
171546	850	891	416	1350	390	801	1347	768
171558	0	3	0	0	0	2	0	2
171568	1872	2128	1755	1811	2416	2367	2545	1629
171586	374	508	136	379	161	892	488	720
1716	851	1564	603	957	621	1690	1839	1086
1717	2075	1907	930	2771	1809	1972	2416	1683
1718	10551	6671	11242	20596	15451	9503	7272	6329
1719	190	1214	187	570	108	3207	1257	1499
172	315	1116	359	646	461	1120	940	1089
1720	0	0	0	0	0	0	0	0
1723	204	492	132	260	197	615	407	423
1725	1641	4463	1313	2241	2245	3843	3472	2743
1727	4349	3575	2302	4875	4154	4725	4089	3298
1728	456	106	301	729	367	212	145	83
1729	1687	4105	1903	1767	3151	5187	4178	3706
173	0	0	0	0	0	0	0	0
1730	80	219	174	97	124	378	251	224
1731	157	117	62	136	127	119	101	72
1733	0	2	2	8	8	3	8	6
1734	1827	847	1099	3526	1466	138	632	322
1735	18	5	11	22	37	4	4	0
1736	765	2048	566	1024	672	3151	2480	2114
1737	1760	1433	1799	1676	1511	1722	2267	1396
1738	3331	2160	2676	2903	1974	3074	3121	2056
1739	3684	2974	4208	7353	2934	2775	2815	3137
174	2	0	3	8	3	7	1	0
1740	4892	19085	8600	9532	7397	5714	16535	9811
1741	2966	6798	4351	3584	5496	6877	7711	5966
1742	13838	15450	17076	15440	31235	12291	12538	11037
1743	1728	3741	1393	2289	1714	4596	4328	3459
1745	407	832	470	395	687	1463	5057	726
1746	49	334	57	43	121	580	1601	325
1747	9	1	8	3	2	2	0	0
1748	3	0	8	9	9	0	1	0
1749	62	197	57	75	100	320	1288	165
175	383	215	197	700	215	289	373	320
1750	89	31	74	75	92	119	693	74
1755	39	1	27	158	8	0	2	0
1756	1840	3223	1997	2508	1513	3397	3128	4357
1757	145	126	82	154	262	202	169	134
1758	3	7	0	2	0	6	4	4
1759	35662	5880	35898	28927	58311	6253	8179	6004
176	70	9	50	66	75	22	10	14
1760	1970	4771	1366	2417	3513	6251	5173	4122
1761	0	0	0	0	0	3	0	0
1762	2102	3564	2375	2590	4600	3005	3221	2556
1763	180	858	107	267	95	1441	846	1179
1767	70	318	114	88	92	191	289	358
1768	154	277	250	329	219	269	253	240
1769	14	4	14	14	7	7	12	2
177	1	5	1	0	2	7	4	4
1770	138	86	194	143	198	152	98	59
1773	157	707	137	179	209	791	814	829
1774	381	217	432	493	565	328	318	211
1775	125	251	53	141	242	247	158	158
1776	2	5	1	1	1	6	7	3
1777	403	237	242	550	416	238	237	200
1778	20055	37317	28132	31886	35125	31965	39390	29594
178	1082	1790	1146	1746	555	2018	3156	2353
1780	4813	6448	5815	5117	5473	4245	7695	4204
1781	3812	10660	2924	7183	2084	14310	13734	11083
1783	8193	11111	7799	16528	6072	12532	17324	11835
1785	2508	2725	1513	5172	2182	3952	2999	3192
1786	1440	5719	1375	2235	2138	8814	5118	6064
1787	146	630	125	195	110	1047	957	1036
1788	380	2685	650	1010	909	4463	3150	3661
1789	65	854	58	100	62	1365	1730	1033
1791	0	0	0	0	1	0	1	0
1793	1913	1127	1141	4691	1641	2791	1425	1643
1794	62	54	18	108	39	132	53	74
1795	6003	7007	9330	8254	11441	4607	8150	4518
1796	102	165	57	146	104	222	151	105
1797	0	0	0	0	0	0	0	0
1798	559	644	417	689	497	605	788	723
18	8861	6824	10471	10278	14177	9399	9965	7831
1800	0	65	0	1	1	152	90	83
1801	746	1433	674	931	1400	1227	1232	1182
1802	599	923	490	750	725	1035	899	733
1803	110	331	142	117	80	328	560	411
1804	5765	3329	8512	6825	10480	2051	6054	2697
1805	19	3	14	17	20	3	6	5
1806	227	232	162	504	137	83	386	143
1807	51	4	44	56	50	0	10	0
1808	28556	58260	24395	49031	28741	32645	58584	38395
1809	2953	122698	2594	4115	3413	94075	140817	92730
181	16	5	4	13	5	12	14	5
1810	1218	3538	1316	1496	1294	2843	4043	2872
1811	9	2	8	4	9	1	5	0
1812	445	340	501	474	551	160	287	25
1813	24	37	19	40	49	43	69	49
1814	0	1	1	0	0	1	14	0
1815	68	46	19	45	52	40	22	33
1816	184	4	142	204	174	5	11	0
1819	708	843	523	979	841	1077	860	641
182	396	874	669	587	711	1455	1466	898
1820	32	192	51	83	104	215	182	200
1821	1858	665	2902	2054	3759	795	1765	714
1822	11479	19455	8563	10522	20091	13897	15660	14730
1823	13	0	69	33	18	2	2	0
1824	56	116	56	87	48	270	453	107
1825	1	47	0	0	0	63	51	51
1826	563	2818	1043	951	1558	1489	2281	2011
1827	1969	2206	1595	3575	1619	8973	7788	7385
1828	12	0	9	11	3	0	6	0
1829	20	274	32	14	17	895	372	411
183	6738	10	1592	5761	2953	13	23	1
1830	11	0	49	18	22	0	3	0
1831	2284	1207	1867	2930	2953	1102	1734	597
1832	124	252	130	187	142	484	395	445
1833	0	0	0	1	0	0	0	0
1834	0	4	0	0	0	9	6	5
1836	148	835	181	438	105	1091	1202	1038
1837	7770	1004	5724	9230	6064	996	2525	918
1838	1680	1284	1544	1821	2067	852	1190	708
1839	270	489	177	727	204	1323	990	973
1840	1405	3104	1037	1535	2149	2519	4234	2719
1841	171	792	120	277	136	1261	675	665
1842	83	49	103	113	44	117	116	74
1843	778	2318	1887	3108	3714	2859	1813	1980
1844	276	130	306	274	470	21	103	15
1845	4358	1977	6092	5738	6533	1906	2069	1691
1846	49	495	211	103	386	1545	2486	2236
1847	133	65	210	270	268	247	249	125
1848	1549	493	1933	2444	2730	818	1036	468
1849	1787	1746	1658	2788	2233	752	1260	786
185	1	22	2	5	0	21	19	12
1850	4084	3751	3677	3310	8007	2323	4086	2962
1852	84	156	36	52	126	238	130	194
1854	1551	1684	924	1561	999	2725	2619	2182
1855	4380	4065	3510	4461	8815	4269	3861	3083
1856	767	2304	566	1079	886	2764	1983	2215
1857	2852	7564	2026	3415	3785	7077	7344	7557
1859	3074	7696	3595	3991	3220	6692	8644	6727
186	0	0	0	0	0	0	3	0
1861	1121	2070	1088	1341	1271	1537	1963	1281
1869	438	620	230	362	406	2350	607	1164
187	417	409	423	705	232	906	607	410
1870	3	473	1	3	1	1309	314	698
1871	585	1190	755	787	601	2307	1785	1987
1874	1189	1799	782	1363	1503	2469	1940	1839
1875	95	723	102	114	70	928	849	830
1876	365	645	331	503	263	674	787	538
1877	794	1718	642	991	1223	2227	1616	1432
1879	94	93	98	157	68	144	180	106
1880	31	3	4	35	2	18	12	20
1889	1370	1174	1198	2143	2167	1608	1116	1070
189	0	0	0	2	0	0	0	0
1890	39	53	41	71	44	45	61	32
1891	530	444	313	647	473	723	435	365
1892	2966	1831	1993	3287	2359	2556	2313	1430
1893	568	260	508	532	664	312	358	219
1894	367	1181	381	379	248	2706	1202	1758
1896	61	370	47	148	69	414	521	375
19	413	984	304	798	322	1908	3759	3280
190	22	6	12	20	26	4	7	2
1901	2157	892	687	2614	1366	1238	1086	1235
1902	3871	399	1729	10572	1286	190	454	87
1903	173	806	167	260	117	1175	819	1108
1906	141	183	174	224	111	203	187	309
1907	1	5	0	0	0	10	6	1
1908	191	57	194	199	167	41	80	24
1909	121	196	131	144	82	379	491	349
191	1271	2497	1267	1834	1528	2748	1806	1280
1910	3022	412	635	3500	797	282	728	187
1911	689	5354	855	1200	1363	4076	4909	5823
1912	2210	5010	1683	3497	2671	9134	6749	6426
1915	34890	275564	26951	53914	32038	217726	196295	139634
191585	1	18	0	5	1	11	8	16
1917	26153	21270	21462	21084	42534	11734	13888	7371
192111	1041	1655	968	1207	1650	1484	1513	1218
192134	1	0	3	3	5	0	0	0
192286	802	750	604	1007	814	1249	1012	948
192666	0	0	3	0	0	0	1	0
192668	262	11	288	355	411	50	35	21
192669	113	1034	161	280	150	807	670	838
192670	390	4921	637	834	463	3896	5073	4324
192683	14629	9227	15987	14825	21195	5860	10977	6064
1933	2016	11266	1824	3331	1604	5524	7488	4951
1936	2028	5927	1478	2940	2658	9006	4746	4982
193629	0	4	0	3	0	6	7	7
1937	7587	62496	5439	8525	7553	46852	43780	30473
1938	36165	133962	35603	42916	61853	128599	104699	94694
1939	593	648	393	879	508	1138	864	756
1942	297	157	147	744	136	359	366	150
1943	9	360	6	16	20	224	304	263
1944	915	959	708	919	1845	981	1405	1040
1945	16	32	5	35	12	80	62	36
1946	778	1118	964	941	999	804	1331	2056
1947	198	2569	135	236	320	6945	3683	4597
1948	1811	11855	1672	2262	1998	25365	20733	22329
1949	2216	3792	1922	2482	3348	3685	7358	3571
1950	69	28	76	73	63	80	144	46
1951	1578	13575	2215	2169	4618	11908	12079	11584
1952	8327	20150	13392	13526	19133	13016	11943	12622
1953	211	1931	240	325	348	2957	1501	2051
1954	6683	11034	8707	8037	17694	8657	9693	7330
1955	4179	7169	4366	7218	3712	6461	8502	6778
1956	410	573	233	461	570	132	444	184
1958	1844	653	3222	3734	6941	1289	749	804
195814	170	16	293	258	149	24	23	28
195827	112	28	94	131	46	49	70	27
195828	128	464	69	120	73	1307	549	947
1959	70	26	206	204	428	115	25	21
195977	4	0	0	1	5	1	0	0
196	395	367	394	797	218	1128	509	525
1960	2297	40	3858	2510	4280	130	175	44
196047	2387	1873	731	2738	1910	3952	1362	2937
196051	105	36	51	188	123	64	175	54
196074	426	441	356	514	309	397	452	274
1961	219	0	336	267	736	5	4	0
1962	247	132	156	239	155	161	212	121
196264	6	16	15	7	7	18	23	9
196294	115	126	104	164	46	153	204	120
196335	1	1	0	1	0	1	1	0
196374	1	0	5	3	8	0	0	0
196383	220	120	241	299	343	197	105	83
196385	267	3598	413	432	587	1322	3601	1800
196394	2062	1378	1222	2002	992	880	1644	1132
1964	3972	6613	4099	4784	2337	4961	6334	4068
196403	3259	5938	2711	3764	4520	6019	7155	5510
196410	71	0	36	58	24	4	3	1
196415	0	0	0	0	0	0	1	0
196441	942	4416	1350	2133	1029	3316	4830	4472
196446	12	1	12	36	3	13	11	7
196463	1370	1635	1473	1858	2441	1905	1047	1500
196472	0	6	1	1	1	5	6	4
196475	28	25	31	24	29	12	82	16
196477	0	0	1	1	0	0	0	0
196483	94	130	45	99	116	201	159	142
1965	1574	3186	1858	2006	1379	2822	3990	2313
196500	4745	3650	3502	4049	7225	2128	3855	3170
196513	210	652	183	297	216	663	686	517
196527	511	963	394	612	331	1154	1068	947
196528	467	3541	486	832	428	2771	3382	3651
196541	30	0	20	52	26	0	1	2
196549	0	47	16	4	11	3	12	3
1967	1119	2130	985	1427	1035	2660	2675	2074
196740	613	104	521	1395	586	329	288	158
196743	158	342	131	258	128	458	275	242
196792	28	174	38	65	40	188	244	154
1968	2145	6271	2286	2865	1932	6007	7726	5789
196872	12	40	17	12	19	33	16	72
196883	173	138	169	218	147	285	164	147
1969	68	126	74	184	159	470	131	371
196913	0	2	2	4	2	8	6	6
196951	73	56	55	104	31	62	74	46
196968	1	18	0	8	3	15	17	20
196993	2	3	5	2	3	8	3	12
196996	55	22	63	76	95	33	28	36
197	0	4	9	9	11	22	31	5
197003	0	1	0	1	2	0	3	2
197021	6	12	5	30	8	9	23	10
197131	1317	2809	1710	1610	1212	2654	3197	2406
197135	7	1	11	15	3	1	3	2
197187	340	161	370	399	601	183	308	137
197196	0	0	0	0	0	0	0	0
197257	802	37	354	854	801	34	55	31
197258	451	703	313	697	678	731	518	489
197259	55	17	33	178	47	29	37	23
1973	3519	17554	3143	5055	3144	19732	19103	13762
197320	135	872	169	240	171	886	891	770
197322	426	498	343	348	471	642	546	297
197335	375	2022	369	698	632	2848	1636	1850
197342	130	227	144	203	378	356	218	265
197358	208	327	174	222	196	317	359	235
197370	696	811	473	854	434	1250	841	652
1974	31310	33509	29934	29886	26878	25835	30163	22057
197407	415	1635	427	516	776	2393	1965	1543
1975	6370	30586	6396	8013	7135	33038	30608	27515
1977	1187	2275	1388	1421	1058	1705	2875	1787
1978	25	1072	31	54	42	887	779	782
1979	2613	12403	2479	3443	2935	9355	13696	9248
1981	5420	9434	6036	7379	9000	12020	10021	8288
1982	16714	62444	18575	22609	13969	81192	96917	64419
1983	8149	9589	9579	9582	4948	12558	13890	8397
1984	3755	6167	3014	4900	4896	5949	6934	4272
198437	39	26	39	23	38	5	19	3
199	0	0	0	0	0	0	0	0
1990	0	0	0	0	0	0	0	0
1991	4	1	2	6	12	2	0	0
1992	204	41	124	387	65	116	139	94
199221	40	155	21	29	40	462	155	212
199223	247	421	231	343	235	716	426	465
1993	2847	5912	3186	2852	2002	4468	9815	6158
1994	1699	5680	2022	2473	2156	5610	5671	4735
1995	5977	25080	5550	9494	9845	19736	25401	24319
1996	1503	2804	2678	1819	2688	4505	5241	4840
199675	1	2	3	3	3	9	10	8
199692	295	1945	261	443	160	2305	3510	1814
199699	3	6	7	11	3	9	8	12
1997	312	228	185	831	116	370	352	317
199704	105	796	217	276	206	487	660	661
199713	0	2	0	0	0	0	0	0
199720	70	31	75	80	170	25	60	15
199731	6175	12520	3545	10900	6563	9692	12000	8338
199745	193	248	143	307	262	335	239	213
199746	396	307	307	527	458	380	401	358
199777	386	1024	431	634	183	1282	1869	1167
199786	15	102	13	21	26	41	56	50
1998	837	3543	609	1353	388	3625	3856	3653
199800	31	50	36	40	45	46	67	55
199834	0	0	0	0	0	0	0	0
199857	217	121	168	263	138	117	130	93
199870	512	677	399	616	250	759	690	638
1999	7	14	6	8	3	7	12	8
199920	22	1	25	26	8	89	95	10
199953	712	873	573	850	1055	1353	1014	1055
199964	5	6	6	9	8	0	0	0
199974	27	12	37	38	10	10	11	9
199990	287	697	181	307	382	848	664	387
2	3392	1915	3274	7694	1800	3006	2409	1753
20	26640	7198	16254	66955	27585	6038	6091	5438
2000	30	57	20	54	21	60	36	43
200008	7	3	15	16	10	6	4	4
200010	23	5	22	58	12	8	8	6
200014	1022	1940	699	1725	936	2010	1852	1623
200030	27	230	27	54	36	179	213	220
200035	95	239	59	122	127	272	193	242
200058	401	273	325	450	362	202	286	232
200081	1265	3577	1084	2167	1554	4479	3310	3460
2001	3	0	1	1	0	0	0	0
200132	106	22	131	130	124	95	63	4
200150	162	39	185	428	139	77	172	25
200159	5	4	2	3	3	0	3	1
200162	13	49	9	17	5	189	83	86
200172	5	36	4	6	14	18	22	15
200185	518	796	343	720	277	607	809	665
200186	996	1508	535	1335	1004	1550	1625	1468
200197	36	30	29	43	33	57	36	40
2002	1691	1897	1431	1705	3127	1063	2190	1092
200205	233	827	287	441	374	996	850	612
200232	1	4	2	3	0	10	4	2
200261	0	0	0	0	0	0	0	0
200298	4	6	2	7	9	6	28	9
200312	710	1193	548	742	908	1096	1042	798
200316	23	14	8	20	12	30	26	25
200317	0	0	0	0	0	0	0	0
200350	4	33	8	9	7	29	38	45
200373	259	27	374	316	332	65	135	21
2004	63	150	72	114	70	172	190	146
200403	21	12	9	20	13	64	36	19
200407	1501	10	7339	2631	5036	20	286	9
200420	14	113	21	23	27	32	71	87
200424	729	5704	1106	1697	1724	5099	5730	4472
2005	34	490	138	183	118	242	290	281
200504	0	0	1	0	0	0	0	1
200523	0	0	2	0	0	0	1	0
200539	169	627	164	324	311	608	557	548
200558	65	41	59	90	22	90	37	67
200576	1601	3983	2455	2990	1661	3595	4474	4016
2006	463	367	468	650	636	1308	869	320
200634	50	156	19	28	14	137	92	68
200726	22	0	13	24	9	2	1	0
200728	233	145	195	219	118	149	190	106
200734	1915	1577	2287	2385	3509	2070	2847	2102
200765	172	955	144	231	137	1216	1208	862
200772	3	0	2	1	2	1	1	0
200810	38	8	12	14	42	14	22	10
200844	35	90	54	42	52	144	96	117
200845	639	941	419	760	409	1214	1154	1114
200879	15	2	18	21	14	3	5	5
200894	300	836	212	448	161	1118	932	832
200895	487	789	321	618	217	859	1157	849
2009	731	11430	1125	1332	1067	10834	9251	11388
200909	0	0	0	0	0	0	1	0
200916	140	306	86	230	39	423	317	272
200931	38	58	38	50	40	81	67	40
200933	1674	3000	1994	1967	1677	3103	3804	2413
200942	481	490	376	525	737	919	773	431
200958	269	484	242	686	395	613	652	539
200959	0	0	0	1	0	0	1	0
2010	793	1285	522	998	703	1055	1425	1036
2011	2015	3149	2146	2885	3611	2602	3126	2377
201134	166	240	200	177	143	589	299	303
201140	15	0	10	12	9	0	0	0
201158	184	510	108	273	134	645	722	624
201161	516	2703	457	610	449	5017	3469	3042
201163	1693	2280	1443	2633	3183	2207	2256	1818
201164	255	352	293	395	418	230	364	192
201175	6	13	8	7	24	22	13	9
201176	14	24	4	8	9	8	10	12
201181	40	21	23	52	43	38	52	19
201191	1094	3161	906	682	1949	3339	3209	2726
2012	178	218	139	485	104	293	267	332
201229	1492	308	927	1544	1239	254	561	289
201232	36	47	25	40	27	60	75	52
201243	0	0	4	2	1	1	4	1
201254	429	1079	328	624	425	1060	885	751
201255	403	1675	258	397	579	2729	1575	1746
201266	500	261	288	919	406	239	225	186
201283	1045	939	772	1088	769	1184	1558	973
201292	630	1065	450	796	609	1165	793	795
201294	129	114	63	353	148	129	79	74
201299	2	41	0	10	8	66	20	27
2013	456	572	357	666	215	1364	660	858
201305	40	21	9	27	45	43	22	19
2014	83	92	57	123	29	69	121	103
201456	89	55	41	80	39	98	52	53
201475	2151	3594	1935	2164	1347	3179	3692	3167
2015	0	0	2	0	3	1	0	1
201501	256	37	343	283	528	89	156	97
201514	319	553	294	409	418	763	470	531
201516	5	2	3	1	2	2	2	1
201562	274	966	605	788	526	381	794	641
201595	1074	5279	1505	1911	997	8512	5434	8380
2016	511	2012	580	431	1041	2194	916	1736
201617	20	6	7	41	6	0	2	1
201625	13	12	18	28	5	42	16	12
201626	648	1531	676	1019	666	1267	1489	1188
201627	579	1390	440	786	268	1580	2032	1308
201633	3	1	3	4	1	0	4	0
201651	2	0	2	0	0	0	0	0
2017	4148	5056	3662	6778	5077	6676	6550	5302
201725	155	946	95	273	49	814	1071	920
201780	114	117	153	97	98	43	230	46
201798	24	47	32	40	14	175	106	125
201799	13	9	11	16	11	12	18	10
2018	739	1281	219	775	549	2732	1207	2229
201895	706	1463	828	1113	607	1075	1514	1017
2019	0	0	0	2	0	0	1	0
201931	821	1072	611	862	664	1114	1895	1586
201965	261	463	151	287	110	494	666	411
201973	133	269	134	232	95	601	391	442
202	63	92	122	98	63	109	148	122
2020	24	7	1	10	2	9	7	8
202018	1722	1682	1464	2347	986	1804	4093	1394
